,ROUTE_ID,NUM_OF_STOPS
1364,1000316,31
1365,1000322,26
1366,1000330,13
1367,1000331,10
1368,1000332,23
1369,1000333,16
1370,1000334,24
1371,1000342,33
1372,1000343,11
1373,1000344,27
1374,1000345,21
1375,1000346,21
1376,1000349,13
1377,1000356,14
1378,1000357,19
1379,1000358,11
1380,1000359,6
1381,1000360,25
1382,1000364,18
1383,1000371,22
1384,1000372,22
1385,1000373,19
1386,1000374,9
1387,1000376,16
1388,1000377,16
1389,1000385,27
1390,1000386,30
1391,1000388,11
1392,1000389,10
1393,1000390,32
1394,1000392,19
1395,1000288,20
1396,1000289,25
1397,1000290,23
1398,1000291,17
1399,1000292,35
1400,1000293,14
1401,1000306,10
1402,1000307,18
1403,1000308,3
1404,1000309,12
1405,1000310,13
1406,1000311,13
1407,1000323,31
1408,1000324,19
1409,1000325,52
1410,1000326,19
1411,1000327,11
1412,1000329,17
1413,1000335,23
1414,1000337,14
1415,1000338,27
1416,1000339,10
1417,1000340,15
1418,1000341,4
1419,1000350,11
1420,1000351,4
1421,1000352,22
1422,1000353,22
1423,1000354,34
1424,1000355,22
1425,1000365,25
1426,1000366,25
1427,1000367,24
1428,1000368,37
1429,1000369,30
1430,1000370,33
1431,1000378,50
1432,1000381,18
1433,1000382,12
1434,1000383,22
1435,1000384,25
1436,1000393,27
1437,1000394,31
1438,1000395,7
1439,1000396,8
1440,1000397,13
1441,1000398,10
1442,1000399,11
1443,1000402,27
1444,1000403,34
1445,1000405,33
1446,1000418,29
1447,1000419,16
1448,1000420,5
1449,1000421,4
1450,1000425,29
1451,1000443,24
1452,1000444,22
1453,1000445,24
1454,1000446,22
1455,1000447,23
1456,1000454,27
1457,1000455,33
1458,1000456,31
1459,1000457,34
1460,1000458,36
1461,1000459,32
1462,1000469,3
1463,1000471,25
1464,1000472,30
1465,1000473,4
1466,1000484,21
1467,1000485,19
1468,1000495,23
1469,1000496,36
1470,1000497,34
1471,1000498,21
1472,1000499,12
1473,1000516,35
1474,1000519,25
1475,1000522,20
1476,1000523,13
1477,1000524,9
1478,1000532,19
1479,1000533,24
1480,1000534,20
1481,1000535,28
1482,1000536,24
1483,1000537,28
1484,1000406,34
1485,1000408,10
1486,1000409,25
1487,1000410,14
1488,1000412,38
1489,1000413,31
1490,1000428,6
1491,1000436,4
1492,1000437,15
1493,1000439,23
1494,1000441,23
1495,1000442,7
1496,1000448,17
1497,1000449,14
1498,1000450,16
1499,1000451,6
1500,1000452,17
1501,1000453,20
1502,1000460,35
1503,1000461,29
1504,1000462,28
1505,1000463,31
1506,1000466,17
1507,1000467,20
1508,1000487,15
1509,1000490,36
1510,1000492,13
1511,1000493,38
1512,1000494,19
1513,1000500,29
1514,1000505,8
1515,1000506,33
1516,1000512,24
1517,1000513,22
1518,1000514,22
1519,1000525,11
1520,1000526,5
1521,1000527,34
1522,1000529,18
1523,1000530,9
1524,1000538,26
1525,1000539,3
1526,1000540,4
1527,1000542,17
1528,1000543,28
1529,1000545,10
1530,1000546,24
1531,1000547,31
1532,1000549,36
1533,1000550,10
1534,1000551,29
1535,1000552,26
1536,1000558,21
1537,1000559,26
1538,1000561,23
1539,1000562,39
1540,1000570,10
1541,1000572,19
1542,1000573,5
1543,1000574,40
1544,1000575,18
1545,1000553,18
1546,1000554,27
1547,1000555,22
1548,1000556,10
1549,1000557,10
1550,1000563,9
1551,1000564,16
1552,1000566,13
1553,1000567,23
1554,1000568,7
1555,1000569,20
1556,1000587,17
