,TRAVEL_DISTANCE,JOURNEY_TIME,START_DISTRICT,END_DISTRICT,FULL_FARE,TRANSPORT_TYPE
987,28005.0,29,Islands,Islands,16.9,BUS
988,10689.0,28,Islands,Islands,6.7,BUS
989,44413.0,81,Islands,Islands,32.4,BUS
990,44413.0,82,Islands,Islands,32.4,BUS
991,10870.0,39,Kowloon City,Sham Shui Po,6.4,BUS
992,36909.0,80,Kwun Tong,Yuen Long,20.8,BUS
993,15774.0,52,Southern District,Central and Western,11.4,BUS
994,15774.0,61,Southern District,Central and Western,11.7,BUS
995,13748.0,53,Southern District,Southern District,8.0,BUS
996,14180.0,43,Southern District,Southern District,8.0,BUS
997,16502.0,46,Southern District,Southern District,8.0,BUS
998,15774.0,47,Southern District,Central and Western,15.1,BUS
999,13940.0,52,Eastern,Central and Western,8.7,BUS
1000,33195.0,82,Kowloon City,Islands,39.3,BUS
1001,2089.680597603375,45,Central and Western,Central and Western,13.0,BUS
1002,1739.242651270949,45,Central and Western,Central and Western,13.0,BUS
1003,17442.0,45,Central and Western,Eastern,14.4,BUS
1004,2090.0,8,Wong Tai Sin,Wong Tai Sin,4.6,BUS
1005,19874.0,26,Tuen Mun,Tsuen Wan,9.6,BUS
1006,22033.0,32,Tuen Mun,Tsuen Wan,9.6,BUS
1007,29050.0,57,Tuen Mun,Yau Tsim Mong,14.6,BUS
1008,28806.0,49,Tuen Mun,Yau Tsim Mong,14.6,BUS
1009,14066.0,39,North District,North District,8.6,BUS
1010,32988.0,69,Yuen Long,Kowloon City,20.8,BUS
1011,32015.0,60,North District,Sha Tin,14.9,BUS
1012,13687.0,41,Eastern,Southern District,9.7,BUS
1013,10063.0,29,Yau Tsim Mong,Eastern,12.2,BUS
1014,1752.0174085893098,10,Islands,Islands,9.8,BUS
1015,14926.0,25,Islands,Tsuen Wan,6.1,BUS
1016,37286.0,23,Islands,Islands,9.8,BUS
1017,13217.0,46,Yau Tsim Mong,Kwun Tong,8.6,BUS
1018,6739.718762678454,48,Kwun Tong,Yau Tsim Mong,9.8,BUS
1019,16089.0,59,Central and Western,Sha Tin,20.8,BUS
1020,2609.0,9,Islands,Islands,3.9,BUS
1021,18765.0,63,Sham Shui Po,Islands,12.4,BUS
1022,7078.0,19,Islands,Islands,3.3,BUS
1023,12867.0,48,Kowloon City,Central and Western,12.2,BUS
1024,12841.0,45,Central and Western,Kwun Tong,12.2,BUS
1025,40603.0,116,North District,Islands,18.6,BUS
1026,16505.0,58,Tsuen Wan,Wan Chai,20.8,BUS
1027,12582.0,49,Tai Po,North District,9.6,BUS
1028,37287.0,83,North District,Yau Tsim Mong,16.9,BUS
1029,14706.0,38,Sai Kung,Islands,7.1,BUS
1030,14706.0,38,Sai Kung,Islands,7.1,BUS
1031,11812.0,38,Islands,Islands,17.6,BUS
1032,14231.0,61,Islands,Islands,23.3,BUS
1033,23140.0,48,Islands,Islands,21.4,BUS
1034,23140.0,48,Islands,Islands,21.4,BUS
1035,23140.0,51,Islands,Islands,21.4,BUS
1036,23140.0,48,Islands,Islands,21.4,BUS
1037,10429.0,49,Eastern,Yau Tsim Mong,7.8,BUS
1038,8649.0,35,Central and Western,Southern District,7.7,BUS
1039,10020.0,38,Central and Western,Southern District,7.7,BUS
1040,8615.0,30,Central and Western,Southern District,8.8,BUS
1041,15774.0,56,Southern District,Central and Western,11.4,BUS
1042,15774.0,52,Southern District,Central and Western,11.4,BUS
1043,16201.0,43,Yau Tsim Mong,Eastern,12.9,BUS
1044,10260.0,29,Kowloon City,Sham Shui Po,6.4,BUS
1045,17123.0,55,Southern District,Eastern,12.1,BUS
1046,9871.0,15,Tuen Mun,Tuen Mun,6.0,BUS
1047,13940.0,53,Eastern,Central and Western,8.7,BUS
1048,14257.0,54,Central and Western,Eastern,8.7,BUS
1049,16307.0,62,Southern District,Sham Shui Po,17.7,BUS
1050,33922.0,99,Tsuen Wan,Sai Kung,21.0,BUS
1051,25327.0,49,North District,Tuen Mun,15.4,BUS
1052,4815.634952942342,40,Wan Chai,Central and Western,6.8,BUS
1053,30187.0,45,Tuen Mun,Kwai Tsing,10.8,BUS
1054,26624.0,47,Tuen Mun,Kwai Tsing,10.8,BUS
1055,35149.0,60,Tuen Mun,Yau Tsim Mong,17.2,BUS
1056,26308.0,76,Yuen Long,Yau Tsim Mong,17.2,BUS
1057,5885.0,27,Eastern,Wan Chai,5.5,BUS
1058,12724.0,53,Kowloon City,Eastern,12.2,BUS
1059,36971.0,79,North District,Central and Western,45.5,BUS
1060,7963.0,28,Kwun Tong,Wong Tai Sin,7.7,BUS
1061,14926.0,21,Islands,Tsuen Wan,6.1,BUS
1062,18100.0,66,Tsuen Wan,Wan Chai,20.6,BUS
1063,23370.0,67,Islands,Tsuen Wan,34.6,BUS
1064,28200.0,72,Islands,Kwai Tsing,34.6,BUS
1065,45012.0,63,Yuen Long,Islands,19.8,BUS
1066,3432.0,8,Yuen Long,Yuen Long,6.7,BUS
1067,15674.0,63,Southern District,Eastern,9.7,BUS
1068,8556.0,18,Eastern,Central and Western,8.7,BUS
1069,1117.55178850915,16,Eastern,Eastern,5.9,BUS
1070,33080.0,49,Tai Po,Central and Western,27.3,BUS
1071,24181.0,47,Tsuen Wan,Tai Po,11.5,BUS
1072,30098.0,84,North District,Yau Tsim Mong,16.9,BUS
1073,35316.0,70,Tuen Mun,North District,16.9,BUS
1074,9530.0,36,Eastern,Central and Western,8.7,BUS
1075,3760.0,16,Kwai Tsing,Kwai Tsing,4.8,BUS
1076,30492.0,88,Tsuen Wan,Sai Kung,12.1,BUS
1077,22924.0,49,Kwun Tong,Tsuen Wan,10.1,BUS
1078,6656.0,31,Kwun Tong,Sai Kung,7.1,BUS
1079,10578.0,48,Southern District,Wan Chai,7.5,BUS
1080,16446.0,53,Kwai Tsing,Wan Chai,20.8,BUS
1081,42915.0,85,Yuen Long,Wan Chai,27.3,BUS
1082,41784.0,85,Tuen Mun,Eastern,27.3,BUS
1083,32122.0,65,Yuen Long,Wan Chai,27.3,BUS
1084,14426.0,61,Central and Western,Sha Tin,20.8,BUS
1085,16785.0,60,Southern District,Eastern,14.5,BUS
1086,24165.0,66,Sham Shui Po,Tuen Mun,12.7,BUS
1087,2109.8630287295905,30,Central and Western,Central and Western,14.2,BUS
1088,10209.0,49,Sham Shui Po,Kowloon City,6.7,BUS
1089,62037.0,92,Tuen Mun,Tai Po,20.8,BUS
1090,14052.0,60,Sai Kung,Yau Tsim Mong,10.8,BUS
1091,19258.0,33,North District,Yuen Long,8.4,BUS
1092,17109.0,63,Southern District,Yau Tsim Mong,14.5,BUS
1093,24575.0,63,Tsuen Wan,Kwun Tong,11.0,BUS
1094,26177.0,48,Tuen Mun,North District,16.9,BUS
1095,33299.0,64,Tuen Mun,Kwun Tong,18.8,BUS
1096,29288.505407411965,67,Kwun Tong,Wan Chai,52.0,BUS
1097,29288.505407411965,67,Wan Chai,Kwun Tong,52.0,BUS
1098,29288.505407411965,61,Wan Chai,Kwun Tong,47.0,BUS
1099,46476.0,65,North District,Kwun Tong,20.8,BUS
1100,6685.0,30,Sai Kung,Kwun Tong,7.1,BUS
1101,12222.0,72,Yau Tsim Mong,Kwun Tong,15.4,BUS
1102,15053.0,55,Kwun Tong,Sham Shui Po,8.2,BUS
1103,17431.0,50,Central and Western,Tsuen Wan,20.8,BUS
1104,21198.0,43,Sai Kung,Yau Tsim Mong,20.1,BUS
1105,40244.0,93,Eastern,Islands,40.8,BUS
1106,11011.0,19,Islands,Islands,4.2,BUS
1107,9743.0,12,Islands,Islands,4.2,BUS
1108,8419.0,12,Islands,Islands,4.2,BUS
1109,40903.0,114,Southern District,Islands,47.1,BUS
1110,33655.0,70,North District,Yau Tsim Mong,14.3,BUS
1111,34546.0,76,Yuen Long,Islands,34.6,BUS
1112,8942.0,34,Kowloon City,Kowloon City,6.4,BUS
1113,22559.0,44,Tai Po,Tsuen Wan,11.5,BUS
1114,2535.5900693921326,18,Islands,Tsuen Wan,7.4,BUS
1115,22713.0,31,Sha Tin,Tsuen Wan,9.3,BUS
1116,4881.0,18,Sha Tin,Sha Tin,5.2,BUS
1117,21361.0,70,Yau Tsim Mong,Sha Tin,11.8,BUS
1118,6270.0,33,Sham Shui Po,Sham Shui Po,5.0,BUS
1119,4601.679041393478,40,Yau Tsim Mong,Kowloon City,13.5,BUS
1120,12724.0,53,Kowloon City,Eastern,12.2,BUS
1121,24181.0,64,Tsuen Wan,Tai Po,11.5,BUS
1122,5297.0,11,Sha Tin,Sha Tin,5.2,BUS
1123,3049.190876281772,13,Wong Tai Sin,Kwun Tong,6.4,BUS
1124,4925.0,27,Sham Shui Po,Yau Tsim Mong,5.0,BUS
1125,39057.0,55,Wan Chai,Tuen Mun,24.2,BUS
1126,10532.0,31,Tai Po,Tai Po,6.7,BUS
1127,27414.0,50,Tai Po,Sha Tin,25.6,BUS
1128,6198.0,21,Kwun Tong,Kwun Tong,5.1,BUS
1129,16558.0,45,Sha Tin,Wan Chai,20.8,BUS
1130,15818.0,48,Sha Tin,Wan Chai,20.8,BUS
1131,9852.0,34,Islands,Islands,5.3,BUS
1132,2486.0,10,Islands,Islands,5.4,BUS
1133,15447.0,53,Sha Tin,Kwai Tsing,9.3,BUS
1134,15879.0,33,Sha Tin,Kwai Tsing,9.3,BUS
1135,4960.0,37,Sha Tin,Sha Tin,7.4,BUS
1136,4095.5158405260745,36,Central and Western,Yau Tsim Mong,5.8,BUS
1137,17158.402518882696,35,Tsuen Wan,Wan Chai,39.0,BUS
1138,16651.570526529922,41,Wan Chai,Tsuen Wan,42.0,BUS
1139,36228.0,73,Tuen Mun,Wan Chai,36.7,BUS
1140,26106.0,57,Tai Po,Kwun Tong,14.9,BUS
1141,42365.0,63,Yuen Long,Kwun Tong,20.8,BUS
1142,18585.0,73,Tsuen Wan,Wan Chai,31.2,BUS
1143,31341.0,64,Yuen Long,Sha Tin,18.5,BUS
1144,6507.0,32,Tuen Mun,Tuen Mun,6.0,BUS
1145,44508.0,78,Tai Po,Tsuen Wan,16.9,BUS
1146,11466.0,52,Wan Chai,Sham Shui Po,12.9,BUS
1147,10237.0,17,Sha Tin,Tai Po,8.3,BUS
1148,9095.0,44,Eastern,Central and Western,7.0,BUS
1149,28794.0,49,Kwun Tong,Tai Po,16.9,BUS
1150,44723.0,93,Yuen Long,Eastern,28.2,BUS
1151,21800.0,61,Yuen Long,North District,10.5,BUS
1152,28881.0,68,Tai Po,Central and Western,42.9,BUS
1153,1404.3874109375945,30,Kwun Tong,Kwun Tong,5.6,BUS
1154,24966.0,91,Tai Po,Wan Chai,27.3,BUS
1155,28995.0,72,Tai Po,Wan Chai,27.3,BUS
1156,29629.0,94,Central and Western,Tai Po,27.3,BUS
1157,6851.0,23,Kowloon City,Wan Chai,11.3,BUS
1158,12738.0,35,Yau Tsim Mong,Eastern,12.2,BUS
1159,38593.0,70,Tuen Mun,Islands,15.7,BUS
1160,29548.0,86,Yuen Long,Islands,19.8,BUS
1161,54857.0,101,Tai Po,Islands,29.0,BUS
1162,1209.0,8,Sha Tin,Sha Tin,4.9,BUS
1163,5707.235845836406,40,Eastern,Eastern,7.7,BUS
1164,19449.0,71,Southern District,Wong Tai Sin,14.7,BUS
1165,12816.0,28,Sai Kung,Kwun Tong,8.2,BUS
1166,17393.0,74,Sham Shui Po,Southern District,14.5,BUS
1167,13982.0,59,Southern District,Yau Tsim Mong,14.5,BUS
1168,13441.0,54,Sai Kung,Wong Tai Sin,10.3,BUS
1169,2895.0,54,Sai Kung,Wong Tai Sin,10.3,BUS
1170,21310.0,74,Eastern,Southern District,16.4,BUS
1171,7310.0,41,Sham Shui Po,Yau Tsim Mong,5.8,BUS
1172,15292.0,54,Kwun Tong,Yau Tsim Mong,7.8,BUS
1173,2912.0,12,Kwun Tong,Kwun Tong,5.1,BUS
1174,38593.0,63,Tuen Mun,Islands,15.7,BUS
1175,16851.0,48,Kwai Tsing,Sha Tin,10.4,BUS
1176,25501.0,32,Sha Tin,Kwun Tong,11.5,BUS
1177,31612.0,81,Kwai Tsing,Islands,19.8,BUS
1178,10787.0,51,Wan Chai,Southern District,4.8,BUS
1179,20927.0,47,Tsuen Wan,Eastern,20.8,BUS
1180,47433.0,68,Yuen Long,Eastern,27.6,BUS
1181,24688.0,71,Sha Tin,Eastern,20.3,BUS
1182,23101.0,65,Tai Po,Wan Chai,22.0,BUS
1183,36849.0,80,Eastern,Tai Po,27.3,BUS
1184,7530.0,21,Sai Kung,Sai Kung,5.8,BUS
1185,21029.03861330803,69,Yuen Long,Islands,14.4,BUS
1186,29377.0,87,Yuen Long,Islands,14.4,BUS
1187,37416.0,61,Yuen Long,Islands,34.6,BUS
1188,29377.0,78,Yuen Long,Islands,14.4,BUS
1189,30496.0,69,Yuen Long,Islands,14.4,BUS
1190,26704.0,76,Yuen Long,Islands,15.7,BUS
1191,25717.0,61,Yau Tsim Mong,Tai Po,14.3,BUS
1192,22910.0,61,Tuen Mun,Islands,15.7,BUS
1193,7681.0,31,Central and Western,Southern District,6.6,BUS
1194,44723.0,65,Yuen Long,Eastern,28.2,BUS
1195,36119.0,90,Yuen Long,Tai Po,17.2,BUS
1196,29236.0,71,Yuen Long,Islands,14.4,BUS
1197,3140.0,13,Yuen Long,Yuen Long,5.1,BUS
1198,1630.0,22,Yuen Long,Yuen Long,5.1,BUS
1199,5743.0,28,Kwun Tong,Kwun Tong,5.8,BUS
1200,19617.0,37,Islands,Islands,17.6,BUS
1201,8716.834402465152,52,Central and Western,Kwun Tong,13.9,BUS
1202,49631.0,100,Sai Kung,Islands,44.0,BUS
1203,1724.0,9,Sha Tin,Sha Tin,4.9,BUS
1204,16626.0,63,Southern District,Central and Western,11.7,BUS
1205,9571.0,49,Southern District,Central and Western,7.7,BUS
1206,10020.0,50,Central and Western,Southern District,7.7,BUS
1207,15171.0,28,Sha Tin,Kwun Tong,7.7,BUS
1208,24204.0,53,Sha Tin,Central and Western,21.5,BUS
1209,23207.0,33,Sha Tin,Central and Western,21.5,BUS
1210,4593.0,14,Kowloon City,Kwun Tong,8.1,BUS
1211,4203.0,20,Tsuen Wan,Tsuen Wan,5.1,BUS
1212,17660.0,42,Sha Tin,Tsuen Wan,10.4,BUS
1213,12351.0,47,Kwun Tong,Yau Tsim Mong,8.6,BUS
1214,12351.0,58,Kwun Tong,Yau Tsim Mong,8.6,BUS
1215,4982.860724523614,46,Kwun Tong,Yau Tsim Mong,8.6,BUS
1216,26704.0,69,Yuen Long,Islands,15.7,BUS
1217,22910.0,54,Tuen Mun,Islands,15.7,BUS
1218,15634.0,41,Kwun Tong,Yau Tsim Mong,8.6,BUS
1219,11987.0,64,Yau Tsim Mong,Eastern,7.8,BUS
1220,35042.0,70,Tuen Mun,Wan Chai,24.2,BUS
1221,19497.0,60,Kwai Tsing,Eastern,24.4,BUS
1222,52608.0,70,Islands,North District,32.4,BUS
1223,50487.0,111,North District,Islands,14.8,BUS
1224,51370.0,93,Sha Tin,Islands,29.0,BUS
1225,23237.0,28,Kwai Tsing,Sha Tin,10.4,BUS
1226,38297.0,76,Yuen Long,Islands,14.4,BUS
1227,29362.0,79,Yuen Long,Islands,14.4,BUS
1228,15689.0,40,Sha Tin,Yau Tsim Mong,8.1,BUS
1229,15566.0,58,Kwun Tong,Sham Shui Po,15.4,BUS
1230,37015.0,103,Tuen Mun,Wan Chai,35.7,BUS
1231,36361.0,54,Yuen Long,Wan Chai,39.9,BUS
1232,30272.0,68,Yuen Long,Wan Chai,39.9,BUS
1233,35857.0,77,Wan Chai,Yuen Long,27.3,BUS
1234,35538.0,92,Yuen Long,Wan Chai,27.3,BUS
1235,42915.0,79,Yuen Long,Wan Chai,41.5,BUS
1236,12338.0,44,Sham Shui Po,Kwun Tong,7.8,BUS
1237,42915.0,67,Yuen Long,Wan Chai,27.3,BUS
1238,6002.780189212329,71,Kwun Tong,Eastern,11.4,BUS
1239,19617.0,41,Islands,Islands,17.6,BUS
1240,7338.0,41,Central and Western,Sham Shui Po,9.4,BUS
1241,7089.0,29,Eastern,Eastern,6.0,BUS
1242,36956.0,82,Wan Chai,Islands,21.7,BUS
1243,40605.0,61,Tuen Mun,Wan Chai,24.0,BUS
1244,14192.0,42,Tuen Mun,Tuen Mun,10.1,BUS
1245,24575.0,46,Tsuen Wan,Kwun Tong,11.0,BUS
1246,13567.0,33,North District,North District,8.6,BUS
1247,27504.0,92,Tsuen Wan,Islands,19.8,BUS
1248,17417.0,55,Eastern,Kowloon City,16.1,BUS
1249,13810.0,69,Wan Chai,Eastern,8.1,BUS
1250,15171.0,28,Sha Tin,Kwun Tong,9.9,BUS
1251,30284.0,52,Tuen Mun,Yau Tsim Mong,14.6,BUS
1252,6771.0,25,Tai Po,Tai Po,5.6,BUS
1253,13758.0,33,Sha Tin,Kwun Tong,8.1,BUS
1254,10251.0,24,Sha Tin,Sha Tin,7.1,BUS
1255,3315.6947989825603,23,Sha Tin,Sha Tin,5.1,BUS
1256,5457.0,21,Sha Tin,Sha Tin,5.1,BUS
1257,5760.0,16,Sha Tin,Sha Tin,5.1,BUS
1258,19664.0,41,Sha Tin,Kwun Tong,9.8,BUS
1259,17528.0,41,Wong Tai Sin,Sai Kung,8.4,BUS
1260,22529.0,72,Eastern,Wong Tai Sin,12.9,BUS
1261,13776.0,31,Kwun Tong,Central and Western,12.9,BUS
1262,5516.0,23,Sha Tin,Sha Tin,5.1,BUS
1263,17263.0,46,Sai Kung,Yau Tsim Mong,10.8,BUS
1264,16389.0,48,Islands,Central and Western,63.7,BUS
1265,25430.0,65,Tai Po,Kwun Tong,12.1,BUS
1266,38428.0,58,North District,Kwai Tsing,17.1,BUS
1267,16682.0,54,Kwai Tsing,Wan Chai,20.8,BUS
1268,21474.0,53,Tsuen Wan,Wan Chai,20.8,BUS
1269,39280.0,61,Tuen Mun,Kwun Tong,18.8,BUS
1270,9785.0,13,Islands,Islands,5.1,BUS
1271,16917.0,19,Islands,Islands,10.7,BUS
1272,43222.0,85,North District,Central and Western,27.7,BUS
1273,43222.0,73,North District,Central and Western,27.8,BUS
1274,26473.0,25,Tsuen Wan,Islands,32.5,BUS
1275,19926.0,25,Tsuen Wan,Central and Western,32.0,BUS
1276,17037.0,54,Yau Tsim Mong,Sha Tin,10.1,BUS
1277,27139.0,68,Yuen Long,Yau Tsim Mong,17.2,BUS
1278,4755.0,12,North District,North District,6.0,BUS
1279,4816.0,14,North District,North District,6.0,BUS
1280,4582.0,17,Yuen Long,Yuen Long,5.1,BUS
1281,17006.0,103,Yau Tsim Mong,Southern District,18.1,BUS
1282,15286.0,38,North District,Tai Po,9.6,BUS
1283,44807.0,73,Tuen Mun,Kwun Tong,19.4,BUS
1284,27514.0,37,Tuen Mun,North District,16.0,BUS
1285,26458.0,45,Tsuen Wan,Central and Western,24.2,BUS
1286,23643.0,32,Tsuen Wan,Central and Western,24.2,BUS
1287,41320.0,88,Wan Chai,Tuen Mun,24.2,BUS
1288,34706.0,56,Tuen Mun,Wan Chai,24.2,BUS
1289,11332.0,38,Eastern,Wan Chai,8.1,BUS
1290,10874.0,37,Wan Chai,Eastern,6.2,BUS
1291,1365.0,10,Central and Western,Central and Western,6.1,BUS
1292,36909.0,67,Kwun Tong,Yuen Long,20.8,BUS
1293,34289.0,74,Islands,Kowloon City,14.5,BUS
1294,22411.901347275292,91,Islands,Yau Tsim Mong,14.5,BUS
1295,5687.0,16,Sha Tin,Sha Tin,5.2,BUS
1296,39410.0,78,Tuen Mun,Wan Chai,24.0,BUS
1297,12040.0,41,Central and Western,Eastern,13.0,BUS
1298,4432.0,31,North District,North District,6.7,BUS
1299,7446.0,30,Southern District,Wan Chai,7.0,BUS
1300,6273.0,39,Central and Western,Eastern,9.4,BUS
1301,14814.0,50,Eastern,Wong Tai Sin,12.2,BUS
1302,5212.162890777686,28,Central and Western,Yau Tsim Mong,8.6,BUS
1303,2817.0,23,North District,North District,5.1,BUS
1304,22945.0,38,Yuen Long,North District,10.5,BUS
1305,5509.0,12,Sha Tin,Sha Tin,5.3,BUS
1306,36697.0,60,Tai Po,Kwai Tsing,14.3,BUS
1307,5040.0,15,North District,North District,6.0,BUS
1308,42187.0,66,North District,Kowloon City,19.6,BUS
1309,44067.0,91,North District,Sham Shui Po,17.2,BUS
1310,14066.0,46,North District,North District,16.6,BUS
1311,5856.0,14,Kwun Tong,Kowloon City,8.1,BUS
1312,39032.0,75,Yuen Long,Islands,14.8,BUS
1313,45337.0,65,Sha Tin,Islands,14.8,BUS
1314,13550.0,69,Sai Kung,Wong Tai Sin,10.3,BUS
1315,39258.0,65,Yuen Long,Sha Tin,16.9,BUS
1316,42827.0,75,Yuen Long,Sha Tin,17.2,BUS
1317,2419.0,30,Kwai Tsing,Kwai Tsing,6.0,BUS
1318,45012.0,60,Islands,Yuen Long,19.8,BUS
1319,25982.0,63,Sai Kung,Sham Shui Po,12.8,BUS
1320,4095.5158405260745,42,Central and Western,Yau Tsim Mong,5.8,BUS
1321,39471.0,93,Tuen Mun,Kwun Tong,20.8,BUS
1322,19784.0,59,Sha Tin,Eastern,24.4,BUS
1323,4842.0,26,Wan Chai,Wan Chai,7.5,BUS
1324,10699.0,49,Tai Po,North District,9.6,BUS
1325,16019.0,42,Tuen Mun,Tsuen Wan,9.6,BUS
1326,40086.0,100,Eastern,Yuen Long,27.0,BUS
1327,3402.0,24,Tuen Mun,Tuen Mun,5.6,BUS
1328,26921.0,57,Tuen Mun,Kwai Tsing,10.8,BUS
1329,31600.0,71,Tuen Mun,Yau Tsim Mong,17.7,BUS
1330,3925.0,22,Tuen Mun,Tuen Mun,5.1,BUS
1331,50990.0,93,Yuen Long,Eastern,27.6,BUS
1332,17212.0,42,Wan Chai,Tsuen Wan,20.8,BUS
1333,3638.0,22,Central and Western,Central and Western,6.8,BUS
1334,26403.0,75,Sai Kung,Sham Shui Po,12.8,BUS
1335,26403.0,79,Sai Kung,Sham Shui Po,12.8,BUS
1336,8782.0,47,Southern District,Central and Western,8.0,BUS
1337,7980.0,43,Southern District,Central and Western,8.0,BUS
1338,16431.0,73,Sai Kung,Yau Tsim Mong,10.2,BUS
1339,1747.0,14,Islands,Islands,3.9,BUS
1340,10634.0,38,Tuen Mun,Tuen Mun,5.1,BUS
1341,7100.0,25,Sha Tin,Sha Tin,5.2,BUS
1342,9818.0,29,Central and Western,Wan Chai,8.6,BUS
1343,7598.0,30,Southern District,Wan Chai,7.0,BUS
1344,7446.0,30,Southern District,Wan Chai,7.0,BUS
1345,8583.0,31,Eastern,Central and Western,8.7,BUS
1346,9554.0,33,Eastern,Central and Western,8.7,BUS
1347,9577.0,30,Eastern,Central and Western,8.7,BUS
1348,9612.0,57,Wan Chai,Eastern,8.9,BUS
1349,38081.0,59,Tuen Mun,Wan Chai,24.2,BUS
1350,30954.0,55,Tuen Mun,North District,16.0,BUS
1351,18830.0,56,Sha Tin,Sai Kung,9.2,BUS
1352,27348.0,61,Sha Tin,Sai Kung,9.2,BUS
1353,20436.0,78,Sai Kung,Sha Tin,13.1,BUS
1354,47822.0,47,Tuen Mun,Sha Tin,16.9,BUS
1355,9284.0,59,Central and Western,Eastern,4.8,BUS
1356,9284.0,54,Eastern,Central and Western,4.8,BUS
1357,43309.0,89,Tuen Mun,Eastern,27.3,BUS
1358,11983.0,35,Southern District,Eastern,9.4,BUS
1359,5705.79924287562,22,Wan Chai,Southern District,7.4,BUS
1360,19320.0,40,Sai Kung,Yau Tsim Mong,11.7,BUS
1361,20798.0,68,Sai Kung,Sham Shui Po,14.6,BUS
1362,34665.0,79,Sai Kung,Tai Po,10.3,BUS
1363,32373.0,79,Sai Kung,Tsuen Wan,12.1,BUS
1364,23396.0,62,Sai Kung,Sham Shui Po,13.1,BUS
1365,27428.0,48,Tai Po,Sai Kung,25.6,BUS
1366,13883.0,33,Yau Tsim Mong,Kwun Tong,6.4,BUS
1367,12439.0,30,Kwun Tong,Yau Tsim Mong,6.4,BUS
1368,22685.0,58,Yuen Long,Yau Tsim Mong,16.2,BUS
1369,24125.0,53,Yuen Long,Yau Tsim Mong,16.2,BUS
1370,6653.0,44,Sham Shui Po,Yau Tsim Mong,5.6,BUS
1371,12688.0,36,Yuen Long,Yuen Long,6.7,BUS
1372,5293.0,20,Southern District,Southern District,4.2,BUS
1373,10870.0,46,Sham Shui Po,Kowloon City,6.4,BUS
1374,8504.0,49,Wan Chai,Central and Western,6.1,BUS
1375,8504.0,51,Wan Chai,Central and Western,6.1,BUS
1376,11430.0,41,Eastern,Wan Chai,8.1,BUS
1377,2598.0,12,Kwai Tsing,Kwai Tsing,4.8,BUS
1378,35677.0,65,Yuen Long,Sha Tin,18.5,BUS
1379,2486.0,10,Islands,Islands,3.9,BUS
1380,2077.0,10,Islands,Islands,3.9,BUS
1381,39476.0,89,Kowloon City,Islands,40.8,BUS
1382,6915.0,38,Kowloon City,Sham Shui Po,6.7,BUS
1383,21371.0,63,Wan Chai,Tai Po,22.0,BUS
1384,39998.0,68,Tuen Mun,Wan Chai,39.0,BUS
1385,12594.0,45,Sha Tin,Kwun Tong,8.1,BUS
1386,19.209372712298546,10,Kowloon City,Kowloon City,7.3,BUS
1387,5732.0,15,Tuen Mun,Tuen Mun,6.0,BUS
1388,2729.53805615529,17,Tuen Mun,Tuen Mun,6.0,BUS
1389,18541.0,65,Wan Chai,Tsuen Wan,20.6,BUS
1390,23396.0,55,Sai Kung,Sham Shui Po,13.1,BUS
1391,3145.0,14,Tai Po,Sha Tin,5.1,BUS
1392,4238.0,12,Sha Tin,Tai Po,5.1,BUS
1393,10727.0,38,Tsuen Wan,Sham Shui Po,6.7,BUS
1394,24432.0,55,Tai Po,Kowloon City,11.5,BUS
1395,25696.0,69,Sha Tin,Sai Kung,13.1,BUS
1396,22629.0,66,Sha Tin,Eastern,19.7,BUS
1397,20943.0,53,Tai Po,Yau Tsim Mong,11.5,BUS
1398,5527.0,22,Islands,Islands,3.9,BUS
1399,36640.0,72,Kwun Tong,Tuen Mun,18.8,BUS
1400,32247.0,61,Yuen Long,Central and Western,27.3,BUS
1401,3461.0,16,North District,North District,6.0,BUS
1402,11561.0,32,Southern District,Eastern,9.4,BUS
1403,4377.0,8,Kowloon City,Kowloon City,7.3,BUS
1404,49712.0,42,Tuen Mun,Islands,21.1,BUS
1405,49712.0,44,Tuen Mun,Islands,21.1,BUS
1406,22442.0,47,Sha Tin,Islands,23.5,BUS
1407,37225.0,68,Tsuen Wan,Sai Kung,25.6,BUS
1408,9276.0,30,Yuen Long,Yuen Long,5.2,BUS
1409,55975.0,117,Southern District,Islands,58.0,BUS
1410,5833.0,28,Central and Western,Wan Chai,4.8,BUS
1411,6198.0,22,Sha Tin,Sha Tin,5.1,BUS
1412,7656.0,33,Yau Tsim Mong,Kwun Tong,6.4,BUS
1413,6652.0,40,Yau Tsim Mong,Sham Shui Po,5.6,BUS
1414,4826.0,25,Kwun Tong,Kowloon City,6.7,BUS
1415,28866.0,74,Central and Western,Tai Po,42.9,BUS
1416,10365.0,31,North District,North District,11.3,BUS
1417,31275.0,53,Sha Tin,North District,18.1,BUS
1418,41933.0,49,Tuen Mun,Yuen Long,21.3,BUS
1419,11664.0,31,Eastern,Wan Chai,8.1,BUS
1420,1525.0,7,North District,North District,4.3,BUS
1421,8504.0,36,Sham Shui Po,Eastern,7.8,BUS
1422,22631.0,59,Yuen Long,Yau Tsim Mong,16.2,BUS
1423,15784.0,62,Sai Kung,Eastern,17.8,BUS
1424,14883.0,55,Sai Kung,Central and Western,17.8,BUS
1425,40385.0,74,Wan Chai,Tuen Mun,24.0,BUS
1426,35858.0,67,Wan Chai,Yuen Long,24.0,BUS
1427,40311.0,71,Wan Chai,Tuen Mun,24.0,BUS
