,TRAVEL_DISTANCE,JOURNEY_TIME,START_DISTRICT,END_DISTRICT,FULL_FARE,TRANSPORT_TYPE
0,8952.0,40,Wong Tai Sin,Yau Tsim Mong,6.7,BUS
1,8015.0,55,Wong Tai Sin,Yau Tsim Mong,5.6,BUS
2,17722.0,64,Eastern,Sham Shui Po,12.9,BUS
3,13777.0,59,Wong Tai Sin,Central and Western,12.9,BUS
4,20736.0,82,Wong Tai Sin,Eastern,12.9,BUS
5,14843.0,50,Central and Western,Eastern,12.4,BUS
6,9774.0,38,Kowloon City,Central and Western,12.2,BUS
7,13990.0,45,Wong Tai Sin,Yau Tsim Mong,5.8,BUS
8,10695.0,84,Eastern,Yau Tsim Mong,12.2,BUS
9,13242.0,52,Eastern,Sham Shui Po,12.2,BUS
10,9953.0,39,Kowloon City,Central and Western,12.2,BUS
11,9587.0,28,Kowloon City,Central and Western,12.2,BUS
12,12675.0,61,Wong Tai Sin,Eastern,12.9,BUS
13,10315.0,43,Sham Shui Po,Wan Chai,12.2,BUS
14,6429.0,27,Kwun Tong,Kowloon City,5.8,BUS
15,7492.0,41,Wong Tai Sin,Kwun Tong,6.7,BUS
16,7192.0,29,Wong Tai Sin,Kwun Tong,5.8,BUS
17,7851.0,39,Wong Tai Sin,Yau Tsim Mong,5.8,BUS
18,11145.0,47,Sha Tin,Yau Tsim Mong,8.6,BUS
19,6204.0,37,Sham Shui Po,Yau Tsim Mong,5.6,BUS
20,8172.0,42,Kowloon City,Sham Shui Po,5.8,BUS
21,7963.578655353384,56,Kwun Tong,Yau Tsim Mong,7.8,BUS
22,1693.8090211118845,19,Kwun Tong,Kwun Tong,5.1,BUS
23,13412.0,53,Kwun Tong,Sham Shui Po,7.8,BUS
24,10374.0,53,Kwun Tong,Yau Tsim Mong,8.6,BUS
25,15739.0,45,Kwun Tong,Yau Tsim Mong,7.8,BUS
26,5723.0,24,Kwun Tong,Kwun Tong,5.8,BUS
27,12709.0,42,Kwun Tong,Yau Tsim Mong,8.6,BUS
28,4842.42428954754,42,Kwun Tong,Kowloon City,7.8,BUS
29,6139.2072778169,49,Kwun Tong,Eastern,6.7,BUS
30,13603.0,44,Kwun Tong,Yau Tsim Mong,7.8,BUS
31,4548.0,18,Kwun Tong,Kwun Tong,5.2,BUS
32,13197.0,36,Kwun Tong,Kowloon City,6.7,BUS
33,22957.0,52,Sha Tin,Southern District,20.8,BUS
34,3793.282088113142,45,Sham Shui Po,Kowloon City,5.6,BUS
35,18217.0,56,Sha Tin,Central and Western,20.8,BUS
36,14354.0,54,Kwun Tong,Yau Tsim Mong,8.2,BUS
37,6843.0,35,Yau Tsim Mong,Sham Shui Po,5.6,BUS
38,10213.0,47,Wong Tai Sin,Yau Tsim Mong,6.7,BUS
39,6049.0,38,Kowloon City,Yau Tsim Mong,9.3,BUS
40,8901.0,35,Wong Tai Sin,Yau Tsim Mong,5.6,BUS
41,2017.0,13,Wong Tai Sin,Wong Tai Sin,4.6,BUS
42,15634.0,42,Kwun Tong,Yau Tsim Mong,8.6,BUS
43,1201.0,20,Kwun Tong,Kwun Tong,4.0,BUS
44,5980.869669203636,34,Kwun Tong,Yau Tsim Mong,8.6,BUS
45,5212.162890777686,29,Central and Western,Yau Tsim Mong,8.6,BUS
46,2802.624841108777,25,Kwun Tong,Kwun Tong,5.2,BUS
47,15898.0,50,Tsuen Wan,Kowloon City,11.0,BUS
48,9768.0,25,Tsuen Wan,Tsuen Wan,7.1,BUS
49,10094.0,30,Tsuen Wan,Tsuen Wan,5.8,BUS
50,16129.0,56,Tsuen Wan,Yau Tsim Mong,10.2,BUS
51,16109.0,59,Yau Tsim Mong,Tsuen Wan,10.2,BUS
52,4619.0,32,Kwai Tsing,Tsuen Wan,5.1,BUS
53,4082.0,17,Kwai Tsing,Kwai Tsing,4.8,BUS
54,1998.0,15,Tsuen Wan,Tsuen Wan,4.3,BUS
55,11039.0,33,Tsuen Wan,Yau Tsim Mong,9.3,BUS
56,11039.0,44,Tsuen Wan,Yau Tsim Mong,9.3,BUS
57,4095.5158405260745,35,Central and Western,Yau Tsim Mong,5.8,BUS
58,9196.0,34,Kwai Tsing,Tsuen Wan,5.8,BUS
59,9976.0,34,Kwai Tsing,Tsuen Wan,5.8,BUS
60,1235.7362178070205,9,Kwai Tsing,Kwai Tsing,4.8,BUS
61,1693.5459840228727,16,Kwai Tsing,Kwai Tsing,4.8,BUS
62,24980.0,47,Sha Tin,Kwai Tsing,10.4,BUS
63,29959.0,53,Tuen Mun,Yau Tsim Mong,14.7,BUS
64,41489.0,79,Yuen Long,Kwun Tong,18.8,BUS
65,40233.0,69,Tuen Mun,Kwun Tong,18.8,BUS
66,37979.0,76,Tuen Mun,Yau Tsim Mong,16.3,BUS
67,30912.0,71,Tuen Mun,Yau Tsim Mong,15.5,BUS
68,41024.0,71,Tuen Mun,Kwun Tong,18.8,BUS
69,19300.0,32,Tuen Mun,Tsuen Wan,10.2,BUS
70,12709.0,42,Kwun Tong,Yau Tsim Mong,7.8,BUS
71,34921.0,68,Tuen Mun,Yau Tsim Mong,15.5,BUS
72,22365.0,49,Tuen Mun,Kwai Tsing,11.0,BUS
73,35573.0,65,Tuen Mun,Yau Tsim Mong,17.2,BUS
74,32469.0,69,Tuen Mun,North District,15.4,BUS
75,28895.0,74,Tuen Mun,Yau Tsim Mong,15.5,BUS
76,24582.0,41,Tuen Mun,North District,15.4,BUS
77,29740.0,44,Tuen Mun,Sha Tin,16.9,BUS
78,35792.0,76,Yuen Long,Yau Tsim Mong,17.2,BUS
79,29552.0,47,Yuen Long,Kwai Tsing,12.5,BUS
80,36412.0,77,Yuen Long,Tai Po,17.2,BUS
81,28712.0,68,Yuen Long,Kowloon City,20.8,BUS
82,39034.0,71,Yuen Long,Kwun Tong,20.8,BUS
83,40518.0,72,Yuen Long,Kowloon City,20.8,BUS
84,44115.0,75,Yuen Long,Kwun Tong,20.8,BUS
85,35677.0,75,Yuen Long,Sha Tin,18.5,BUS
86,29711.0,57,Yuen Long,Kwai Tsing,12.5,BUS
87,4479.0,24,Wong Tai Sin,Kwun Tong,5.6,BUS
88,5881.867730576742,37,Kwun Tong,Yau Tsim Mong,5.6,BUS
89,682.2792683351884,15,North District,North District,4.3,BUS
90,31063.0,73,North District,Yau Tsim Mong,16.9,BUS
91,28348.0,68,Tai Po,Yau Tsim Mong,12.5,BUS
92,1547.8982524701034,5,Sha Tin,Sha Tin,4.6,BUS
93,33124.0,71,Tai Po,Kwai Tsing,12.5,BUS
94,12647.0,17,Wong Tai Sin,Sha Tin,8.6,BUS
95,1019.0,11,North District,North District,4.3,BUS
96,2624.0947010350064,24,North District,North District,5.1,BUS
97,1597.0,6,North District,North District,4.3,BUS
98,30031.0,63,Tai Po,Tsuen Wan,14.7,BUS
99,34940.0,55,Tai Po,Tsuen Wan,11.5,BUS
100,1636.0,9,North District,North District,4.3,BUS
101,17026.0,43,Sha Tin,Tai Po,9.1,BUS
102,16939.0,37,Tai Po,North District,12.7,BUS
103,20580.0,50,Yuen Long,North District,10.5,BUS
104,23544.0,42,Yuen Long,North District,10.5,BUS
105,22033.0,44,Yuen Long,North District,10.5,BUS
106,19151.0,47,Yuen Long,North District,10.5,BUS
107,2640.466057346695,20,North District,North District,5.1,BUS
108,34691.0,57,North District,Kwun Tong,16.9,BUS
109,1487.0,8,North District,North District,4.3,BUS
110,37135.0,62,North District,Tsuen Wan,14.7,BUS
111,36054.0,62,North District,Tsuen Wan,14.7,BUS
112,37070.0,68,North District,Kwai Tsing,17.1,BUS
113,9105.0,34,Kwun Tong,Yau Tsim Mong,6.7,BUS
114,20070.0,57,Sha Tin,Yau Tsim Mong,9.0,BUS
115,2668.0,11,Sha Tin,Sha Tin,4.6,BUS
116,3054.0,16,Sha Tin,Sha Tin,5.1,BUS
117,2277.931078852036,12,Sha Tin,Sha Tin,4.6,BUS
118,1564.2650031244707,12,Sha Tin,Sha Tin,5.3,BUS
119,15405.0,51,Sai Kung,Kwun Tong,9.0,BUS
120,4149.183052120019,19,Sai Kung,Kwun Tong,5.8,BUS
121,18613.0,50,Sai Kung,Sham Shui Po,9.6,BUS
122,4083.0,39,Sai Kung,Sai Kung,5.8,BUS
123,12077.0,47,Sai Kung,Kowloon City,11.3,BUS
124,7530.0,18,Sai Kung,Sai Kung,5.8,BUS
125,17939.0,38,Sha Tin,Sai Kung,11.7,BUS
126,3012.4543150062873,20,Kwun Tong,Wong Tai Sin,5.1,BUS
127,12767.0,55,Kwun Tong,Sham Shui Po,6.7,BUS
128,8305.0,39,Wong Tai Sin,Sham Shui Po,5.6,BUS
129,4472.0,40,Sham Shui Po,Wong Tai Sin,5.6,BUS
130,10309.0,55,Sham Shui Po,Kowloon City,5.8,BUS
131,10602.0,51,Eastern,Sham Shui Po,6.7,BUS
132,9043.0,52,Tsuen Wan,Sham Shui Po,7.4,BUS
133,16558.0,59,Sha Tin,Wan Chai,20.8,BUS
134,15898.0,56,Tsuen Wan,Kowloon City,10.2,BUS
135,3906.0,38,Tsuen Wan,Kwai Tsing,5.1,BUS
136,8855.0,38,Kwai Tsing,Yau Tsim Mong,6.7,BUS
137,4484.0,20,Kwai Tsing,Kwai Tsing,4.8,BUS
138,9492.0,47,Tsuen Wan,Yau Tsim Mong,7.8,BUS
139,2595.250469607895,17,Kwai Tsing,Tsuen Wan,5.4,BUS
140,9048.0,59,Tsuen Wan,Yau Tsim Mong,7.4,BUS
141,5791.0,50,Kwai Tsing,Tsuen Wan,5.7,BUS
142,2297.0,8,Tsuen Wan,Tsuen Wan,4.6,BUS
143,14143.0,56,Kwai Tsing,Yau Tsim Mong,8.8,BUS
144,4115.0,35,Tsuen Wan,Tsuen Wan,5.1,BUS
145,14937.0,53,Tsuen Wan,Yau Tsim Mong,7.8,BUS
146,3088.0,11,Tsuen Wan,Kwai Tsing,4.8,BUS
147,9025.0,44,Yau Tsim Mong,Kwai Tsing,6.7,BUS
148,1309.4582849407614,7,Tsuen Wan,Tsuen Wan,4.3,BUS
149,6820.0,43,Wong Tai Sin,Kowloon City,5.8,BUS
150,10429.0,48,Eastern,Yau Tsim Mong,6.7,BUS
151,9107.0,21,Wong Tai Sin,Kwun Tong,5.8,BUS
152,4032.0,17,Eastern,Wong Tai Sin,5.1,BUS
153,23642.0,61,Tsuen Wan,Kwun Tong,10.1,BUS
154,6981.0,24,Kwai Tsing,Tsuen Wan,5.4,BUS
155,5652.0,36,Kwai Tsing,Tsuen Wan,5.4,BUS
156,8189.0,30,Kwai Tsing,Kwai Tsing,5.4,BUS
157,9778.0,29,Kwai Tsing,Tsuen Wan,5.4,BUS
158,7066.550077654583,27,Kwai Tsing,Yau Tsim Mong,7.8,BUS
159,9260.0,49,Yau Tsim Mong,Kwai Tsing,6.7,BUS
160,18289.0,43,Sha Tin,Sham Shui Po,9.3,BUS
161,15238.0,52,Sha Tin,Kwai Tsing,9.3,BUS
162,15455.0,42,Sha Tin,Tsuen Wan,9.3,BUS
163,15114.0,26,Sha Tin,Kwai Tsing,10.4,BUS
164,20193.0,58,Sha Tin,Kwai Tsing,10.4,BUS
165,30901.0,45,Kwai Tsing,Tuen Mun,10.8,BUS
166,31349.0,56,Tuen Mun,Yau Tsim Mong,14.6,BUS
167,24609.0,43,Tuen Mun,Kwai Tsing,10.8,BUS
168,21429.0,31,Tuen Mun,Tsuen Wan,9.6,BUS
169,30505.0,54,Tuen Mun,Yau Tsim Mong,14.6,BUS
170,7535.0,26,Kowloon City,Yau Tsim Mong,5.1,BUS
171,22214.0,73,Wong Tai Sin,Eastern,12.9,BUS
172,20797.0,34,Tuen Mun,Tsuen Wan,9.6,BUS
173,33504.0,59,Tuen Mun,Yau Tsim Mong,14.6,BUS
174,18034.0,53,Kwun Tong,Central and Western,12.9,BUS
175,18034.0,44,Kwun Tong,Central and Western,12.9,BUS
176,25812.0,63,Tuen Mun,Kwai Tsing,10.4,BUS
177,14575.0,21,Tai Po,Tai Po,6.7,BUS
178,22888.0,35,Tuen Mun,Tsuen Wan,9.6,BUS
179,30677.0,58,Tuen Mun,Yau Tsim Mong,14.6,BUS
180,19449.0,71,Wong Tai Sin,Southern District,14.7,BUS
181,25757.0,51,Tuen Mun,Kwai Tsing,10.8,BUS
182,36526.0,62,Tuen Mun,Yau Tsim Mong,14.6,BUS
183,19385.0,41,Sai Kung,Central and Western,17.8,BUS
184,29375.0,52,Kwai Tsing,Yuen Long,12.5,BUS
185,23638.0,51,Yuen Long,Kwai Tsing,11.5,BUS
186,27139.0,66,Yuen Long,Yau Tsim Mong,17.2,BUS
187,9495.0,47,Kowloon City,Sham Shui Po,6.7,BUS
188,9815.0,48,Kwun Tong,Sham Shui Po,6.7,BUS
189,35929.0,82,North District,Central and Western,27.9,BUS
190,32654.0,74,North District,Wan Chai,27.9,BUS
191,957.4518264643918,14,Kwai Tsing,Kwai Tsing,4.6,BUS
192,12760.337965743698,58,Kwai Tsing,Kwun Tong,10.0,BUS
193,5436.0,20,Tsuen Wan,Sham Shui Po,5.4,BUS
194,4471.0,22,Tsuen Wan,Tsuen Wan,5.1,BUS
195,19930.0,58,Sha Tin,Kwai Tsing,10.4,BUS
196,12109.0,46,Kwai Tsing,Yau Tsim Mong,10.2,BUS
197,6288.0,26,Kwai Tsing,Tsuen Wan,5.4,BUS
198,33478.0,59,Kwai Tsing,Kwun Tong,9.3,BUS
199,14738.0,51,Kwai Tsing,Yau Tsim Mong,7.8,BUS
200,24157.0,63,Kwai Tsing,Kwun Tong,11.0,BUS
201,2889.152817003628,19,Kwai Tsing,Central and Western,5.1,BUS
202,24770.0,41,Tsuen Wan,Sha Tin,10.4,BUS
203,20020.0,51,Sha Tin,Tsuen Wan,10.4,BUS
204,14201.0,44,Kwai Tsing,Yau Tsim Mong,7.4,BUS
205,5445.0,28,Kwai Tsing,Kwai Tsing,5.4,BUS
206,13361.0,64,Kowloon City,Kwai Tsing,7.9,BUS
207,6814.843872019373,36,Wong Tai Sin,Yau Tsim Mong,6.7,BUS
208,15636.0,29,Tsuen Wan,Yuen Long,10.2,BUS
209,30582.0,77,Tuen Mun,Yau Tsim Mong,14.6,BUS
210,12970.0,99,Yuen Long,Tsuen Wan,12.2,BUS
211,25260.0,41,Tuen Mun,Kwai Tsing,10.8,BUS
212,27019.0,49,Tuen Mun,Kwai Tsing,10.8,BUS
213,9548.0,53,Wong Tai Sin,Yau Tsim Mong,6.7,BUS
214,12221.0,34,Kwun Tong,Yau Tsim Mong,6.7,BUS
215,8386.0,42,Yau Tsim Mong,Sham Shui Po,5.8,BUS
216,8152.138185776785,35,Kwun Tong,Central and Western,13.9,BUS
217,8152.138185776785,58,Central and Western,Kwun Tong,13.9,BUS
218,8681.874970304514,31,Kwun Tong,Central and Western,13.9,BUS
219,36126.0,58,Tuen Mun,Kowloon City,15.8,BUS
220,11899.0,28,Kwun Tong,Central and Western,13.8,BUS
221,45752.0,74,Tuen Mun,Kwun Tong,18.8,BUS
222,26927.0,64,Yuen Long,Yau Tsim Mong,16.2,BUS
223,11452.0,45,Kowloon City,Central and Western,13.8,BUS
224,18034.0,40,Kwun Tong,Central and Western,12.9,BUS
225,23217.0,63,Central and Western,Sha Tin,24.4,BUS
226,24358.0,53,Sha Tin,Central and Western,24.4,BUS
227,27509.0,63,Yuen Long,Kwai Tsing,12.6,BUS
228,19063.0,28,Tsuen Wan,Yuen Long,11.5,BUS
229,32748.0,71,Yuen Long,Yau Tsim Mong,16.2,BUS
230,19385.0,54,Sai Kung,Central and Western,17.8,BUS
231,7477.0,35,Kowloon City,Sham Shui Po,5.6,BUS
232,7391.0,32,Yau Tsim Mong,Wong Tai Sin,5.6,BUS
233,48.60041152089147,36,North District,North District,5.6,BUS
234,2179.0,13,Tai Po,Tai Po,4.8,BUS
235,2265.0,6,Tai Po,Tai Po,2.6,BUS
236,1797.0,50,Tai Po,Tai Po,5.4,BUS
237,1268.1837406306706,16,Tai Po,Tai Po,5.1,BUS
238,22750.0,66,Tai Po,Sham Shui Po,11.0,BUS
239,17907.0,55,Sha Tin,Tai Po,9.6,BUS
240,16405.271866080122,49,Tai Po,Yau Tsim Mong,11.5,BUS
241,12728.0,47,North District,Tai Po,7.8,BUS
242,23841.0,61,North District,Sha Tin,12.1,BUS
243,25500.0,67,Tai Po,Kowloon City,11.5,BUS
244,18971.0,60,North District,Yuen Long,9.6,BUS
245,16078.0,47,North District,North District,8.6,BUS
246,8917.0,44,North District,North District,6.9,BUS
247,8103.0,37,Kowloon City,Wong Tai Sin,6.7,BUS
248,857.1125947038697,11,Wong Tai Sin,Wong Tai Sin,4.6,BUS
249,14745.0,54,Sha Tin,Yau Tsim Mong,7.8,BUS
250,22151.0,68,Sha Tin,Yau Tsim Mong,10.2,BUS
251,7710.0,31,Sha Tin,Sha Tin,5.2,BUS
252,13002.0,43,Sha Tin,Yau Tsim Mong,7.8,BUS
253,4955.0,42,Sha Tin,Sha Tin,6.5,BUS
254,5996.943388093638,46,Sha Tin,Wong Tai Sin,6.5,BUS
255,11406.0,49,Sha Tin,Kowloon City,7.8,BUS
256,8024.0,33,Sha Tin,Sha Tin,5.8,BUS
257,19852.0,47,Sha Tin,Wong Tai Sin,9.0,BUS
258,21261.0,61,Sha Tin,Kowloon City,9.8,BUS
259,20588.0,58,Sha Tin,Kowloon City,9.8,BUS
260,24871.0,62,Sha Tin,Sham Shui Po,10.2,BUS
261,3315.6947989825603,23,Sha Tin,Sha Tin,5.1,BUS
262,2082.0,17,Sha Tin,Sha Tin,5.1,BUS
263,3315.6947989825603,10,Sha Tin,Sha Tin,5.1,BUS
264,9060.0,31,Sha Tin,Sha Tin,5.4,BUS
265,14309.0,43,Sha Tin,Kwun Tong,7.8,BUS
266,10481.0,32,Sha Tin,Kwun Tong,7.8,BUS
267,5558.855997415296,54,Kwun Tong,Yau Tsim Mong,6.7,BUS
268,13514.0,48,Sham Shui Po,Central and Western,12.9,BUS
269,11972.0,56,Sham Shui Po,Wan Chai,12.9,BUS
270,16688.0,44,Sai Kung,Wong Tai Sin,8.4,BUS
271,12240.0,63,Sham Shui Po,Wan Chai,12.2,BUS
272,12240.0,61,Sham Shui Po,Wan Chai,12.2,BUS
273,4083.0,60,Sai Kung,Sai Kung,7.1,BUS
274,14693.0,28,Tai Po,Sai Kung,7.8,BUS
275,16220.0,42,Kwai Tsing,Wan Chai,20.8,BUS
276,18862.0,69,Sai Kung,Yau Tsim Mong,8.4,BUS
277,6339.0,27,Sai Kung,Kwun Tong,5.6,BUS
278,38209.0,68,Tuen Mun,Wan Chai,24.0,BUS
279,28674.0,69,Wong Tai Sin,Tai Po,22.3,BUS
280,7898.0,31,Sai Kung,Kwun Tong,7.1,BUS
281,19200.0,62,Sai Kung,Sham Shui Po,12.1,BUS
282,19739.0,49,Sai Kung,Yau Tsim Mong,11.3,BUS
283,19073.0,50,Sai Kung,Yau Tsim Mong,11.3,BUS
284,4771.0,16,North District,North District,5.1,BUS
285,24181.0,46,Tsuen Wan,Tai Po,11.5,BUS
286,21726.0,74,Tai Po,Central and Western,12.1,BUS
287,6771.0,31,Tai Po,Tai Po,5.6,BUS
288,22302.0,45,Tai Po,Kwun Tong,11.5,BUS
289,10367.0,36,Tai Po,Tai Po,6.7,BUS
290,3219.0,50,Yau Tsim Mong,Yau Tsim Mong,5.8,BUS
291,11813.0,48,Sha Tin,Kwun Tong,8.4,BUS
292,7907.0,34,Sha Tin,Sha Tin,5.8,BUS
293,8495.0,37,Sha Tin,Kowloon City,6.5,BUS
294,9908.0,37,Sha Tin,Kwun Tong,8.4,BUS
295,14953.0,39,Sha Tin,Kwun Tong,8.1,BUS
296,3078.0,28,Sha Tin,Sha Tin,5.2,BUS
297,4991.0,14,Sha Tin,Sha Tin,5.2,BUS
298,12180.0,29,Sha Tin,Kwun Tong,8.1,BUS
299,14126.0,35,Sha Tin,Wong Tai Sin,7.5,BUS
300,15069.0,54,Sha Tin,Kowloon City,7.8,BUS
301,15855.0,52,Sha Tin,Kowloon City,7.8,BUS
302,14582.0,44,Sha Tin,Sham Shui Po,7.8,BUS
303,20040.0,67,Sha Tin,Sham Shui Po,10.2,BUS
304,10030.0,34,Sha Tin,Sha Tin,7.1,BUS
305,10030.0,30,Sha Tin,Sha Tin,7.1,BUS
306,6415.355407146201,54,Sha Tin,Yau Tsim Mong,7.8,BUS
307,20100.0,61,Sha Tin,Yau Tsim Mong,10.8,BUS
308,19664.0,53,Sha Tin,Kwun Tong,9.8,BUS
309,21184.0,44,Sha Tin,Kwun Tong,10.2,BUS
310,19836.0,30,Sha Tin,Kwun Tong,10.2,BUS
311,14063.0,47,Sha Tin,Kwun Tong,8.6,BUS
312,4710.0,19,Kowloon City,Yau Tsim Mong,5.1,BUS
313,2785.4859540123334,14,Kowloon City,Yau Tsim Mong,5.1,BUS
314,11969.0,50,Sai Kung,Wong Tai Sin,7.1,BUS
315,14034.0,39,Sai Kung,Wong Tai Sin,7.8,BUS
316,18740.0,33,Tsuen Wan,Wan Chai,20.6,BUS
317,15502.0,42,Kwai Tsing,Wan Chai,20.6,BUS
318,8676.0,31,Sai Kung,Kwun Tong,5.6,BUS
319,16969.0,58,Sai Kung,Yau Tsim Mong,10.2,BUS
320,29731.0,80,Central and Western,Yuen Long,24.0,BUS
321,34916.0,73,Yuen Long,Wan Chai,24.0,BUS
322,38198.0,68,Tuen Mun,Wan Chai,24.0,BUS
323,39410.0,69,Tuen Mun,Wan Chai,24.0,BUS
324,37234.0,61,Yuen Long,Wan Chai,27.0,BUS
325,19200.0,59,Sai Kung,Sham Shui Po,12.1,BUS
326,13968.0,32,Sha Tin,Sai Kung,7.8,BUS
327,18559.0,54,Sai Kung,Yau Tsim Mong,11.3,BUS
328,1806.0,9,Tai Po,Tai Po,4.8,BUS
329,2071.0,7,Tai Po,Tai Po,4.8,BUS
330,1884.0,10,Tai Po,Tai Po,4.8,BUS
331,889.0,8,Tai Po,Tai Po,4.8,BUS
332,15577.0,50,Central and Western,Kwun Tong,17.7,BUS
333,17718.0,71,Sham Shui Po,Eastern,17.7,BUS
334,22488.0,56,Sha Tin,Southern District,31.2,BUS
335,17542.0,55,Sham Shui Po,Southern District,21.7,BUS
336,19942.0,60,Sha Tin,Central and Western,31.2,BUS
337,20100.0,86,Sha Tin,Yau Tsim Mong,19.4,BUS
338,16226.0,71,Sai Kung,Yau Tsim Mong,19.0,BUS
339,18034.0,60,Kwun Tong,Central and Western,17.8,BUS
340,2662.0,21,Islands,Islands,3.8,BUS
341,4127.945372700564,30,Islands,Islands,3.8,BUS
342,30237.0,90,Yuen Long,Islands,29.0,BUS
343,42466.0,81,Sha Tin,Islands,14.4,BUS
344,27340.986741520504,79,Tai Po,Islands,14.4,BUS
345,21180.0,58,Tuen Mun,Islands,12.4,BUS
346,19559.044199551267,64,Kwai Tsing,Islands,11.2,BUS
347,28084.0,60,Tsuen Wan,Islands,11.2,BUS
348,16098.0,65,Kwun Tong,Central and Western,12.9,BUS
349,17722.0,69,Eastern,Sham Shui Po,12.9,BUS
350,22529.0,73,Eastern,Wong Tai Sin,12.9,BUS
351,21274.0,56,Kwun Tong,Southern District,14.7,BUS
352,18371.0,41,Yau Tsim Mong,Southern District,14.7,BUS
353,14057.0,48,Wong Tai Sin,Eastern,12.9,BUS
354,17506.0,36,Eastern,Yau Tsim Mong,12.9,BUS
355,1596.0,13,Central and Western,Central and Western,6.1,BUS
356,2174.5749009863976,15,Central and Western,Central and Western,6.1,BUS
357,3636.0,21,Central and Western,Central and Western,6.8,BUS
358,2456.0,10,Central and Western,Central and Western,6.1,BUS
359,17334.0,56,Sham Shui Po,Southern District,14.7,BUS
360,2892.137271984164,28,Wan Chai,Eastern,5.6,BUS
361,5898.0,40,Wan Chai,Central and Western,6.8,BUS
362,15070.0,46,Central and Western,Southern District,15.1,BUS
363,1180.887801613684,16,Eastern,Eastern,5.9,BUS
364,8298.0,34,Eastern,Wan Chai,5.5,BUS
365,7507.0,57,Eastern,Wan Chai,7.7,BUS
366,9469.0,47,Southern District,Wan Chai,7.5,BUS
367,11561.0,37,Southern District,Eastern,9.4,BUS
368,9948.0,54,Central and Western,Southern District,7.1,BUS
369,5993.0,33,Wan Chai,Central and Western,8.6,BUS
370,8992.0,41,Eastern,Eastern,7.7,BUS
371,8424.0,30,Southern District,Wan Chai,6.6,BUS
372,14217.0,42,Kwun Tong,Central and Western,12.9,BUS
373,14770.0,50,Central and Western,Kwun Tong,12.9,BUS
374,9706.0,46,Sham Shui Po,Central and Western,12.9,BUS
375,20327.0,49,Eastern,Sham Shui Po,12.9,BUS
376,9571.0,38,Southern District,Central and Western,7.7,BUS
377,14262.0,37,Southern District,Eastern,9.4,BUS
378,13898.0,70,Kwun Tong,Yau Tsim Mong,15.4,BUS
379,3898.904974476808,29,Sham Shui Po,Kwai Tsing,10.4,BUS
380,20085.0,78,Yau Tsim Mong,Kwai Tsing,17.9,BUS
381,25875.0,77,Tuen Mun,Sham Shui Po,12.7,BUS
382,21446.0,83,Yuen Long,Sham Shui Po,14.3,BUS
383,23255.0,70,Tai Po,Yau Tsim Mong,21.8,BUS
384,3359.746567823234,21,Islands,Islands,3.7,BUS
385,2535.5900693921326,17,Islands,Tsuen Wan,7.4,BUS
386,61805.0,115,North District,Islands,31.1,BUS
387,51583.0,105,Sha Tin,Islands,27.9,BUS
388,37412.0,77,Tsuen Wan,Islands,22.3,BUS
389,57847.0,95,North District,Islands,32.4,BUS
390,51370.0,93,Sha Tin,Islands,29.0,BUS
391,35058.0,87,Tsuen Wan,Islands,19.8,BUS
392,24027.0,76,Tuen Mun,Islands,12.4,BUS
393,1564.0,64,Central and Western,Yau Tsim Mong,47.6,BUS
394,5833.0,28,Central and Western,Wan Chai,4.8,BUS
395,964.0,39,Central and Western,Wan Chai,8.6,BUS
396,14743.0,44,Kwun Tong,Central and Western,12.2,BUS
397,15356.0,43,Kwun Tong,Central and Western,12.2,BUS
398,17027.0,73,Wong Tai Sin,Central and Western,12.9,BUS
399,20492.0,54,Eastern,Sham Shui Po,12.9,BUS
400,17338.0,51,Southern District,Sham Shui Po,14.7,BUS
401,16856.0,54,Southern District,Sham Shui Po,14.7,BUS
402,6819.0,23,Eastern,Central and Western,7.0,BUS
403,9762.0,58,Eastern,Central and Western,5.5,BUS
404,9518.0,42,Eastern,Central and Western,9.4,BUS
405,244.0,39,Central and Western,Eastern,9.4,BUS
406,13414.0,47,Eastern,Central and Western,13.8,BUS
407,8401.0,40,Southern District,Central and Western,6.6,BUS
408,4699.707437702905,43,Southern District,Central and Western,6.6,BUS
409,4699.707437702905,35,Southern District,Central and Western,6.6,BUS
410,11983.0,36,Southern District,Eastern,9.4,BUS
411,6978.0,25,Central and Western,Southern District,7.7,BUS
412,9117.0,36,Southern District,Central and Western,7.7,BUS
413,3052.0,17,Southern District,Southern District,4.2,BUS
414,10868.0,56,Southern District,Wan Chai,4.8,BUS
415,8505.0,51,Central and Western,Wan Chai,6.1,BUS
416,5406.0,33,Sham Shui Po,Sham Shui Po,5.0,BUS
417,17738.0,77,Wong Tai Sin,Eastern,12.9,BUS
418,22706.0,77,Sha Tin,Central and Western,24.4,BUS
419,14737.0,57,Eastern,Southern District,12.1,BUS
420,15459.0,50,Central and Western,Southern District,11.7,BUS
421,23024.0,63,Sha Tin,Central and Western,24.4,BUS
422,25140.0,56,Sha Tin,Central and Western,24.4,BUS
423,33596.0,76,Sha Tin,Eastern,24.4,BUS
424,8074.0,35,Southern District,Central and Western,6.6,BUS
425,7167.0,35,Southern District,Central and Western,7.5,BUS
426,8631.0,36,Southern District,Central and Western,6.6,BUS
427,13356.0,66,Eastern,Sai Kung,17.8,BUS
428,17121.0,54,Central and Western,Southern District,11.7,BUS
